Horas_Jogadas,Avaliacao_Usuarios,Jogadores_Online,Popularidade,Genero_Jogo,Preco_Jogo,Avaliacao_Critica,Vendas_Totais
57.8,3.68,21887,57.32,Estratégia,73.38,5.76,108566.0
57.02,2.34,36817,52.21,Simulação,20.26,6.12,117684.0
87.9,8.47,47262,53.41,Simulação,99.36,4.94,37737.0
56.21,8.53,11262,61.48,Estratégia,13.1,8.66,46690.0
95.99,8.33,47664,12.94,Estratégia,42.82,6.24,48600.0
5.82,6.81,12859,46.27,Simulação,48.23,6.25,72076.0
10.7,4.29,38020,42.98,Estratégia,82.25,6.21,177521.0
5.36,3.74,30232,29.45,Estratégia,12.69,7.76,104474.0
19.34,1.08,25771,37.06,Estratégia,60.13,3.68,48339.0
54.57,8.5,41161,43.77,Simulação,28.37,5.09,39759.0
64.89,1.79,36216,27.7,Simulação,61.53,8.94,138976.0
5.51,6.68,33494,25.44,Aventura,68.17,7.3,48131.0
94.62,5.54,24509,61.59,Simulação,13.08,6.08,191574.0
84.35,5.74,44481,7.07,Aventura,16.08,8.25,177217.0
30.36,9.34,23681,27.05,Simulação,17.68,7.26,87221.0
8.64,1.28,45889,54.72,RPG,86.7,8.93,34974.0
17.81,7.96,4689,18.59,Aventura,93.39,6.07,153448.0
13.56,1.47,8866,48.11,Estratégia,49.4,5.79,167640.0
13.2,1.34,7129,26.18,RPG,88.72,4.94,109570.0
52.32,4.87,30475,70.12,Simulação,52.86,8.55,157630.0
25.33,1.57,14836,30.06,Simulação,46.1,8.52,101853.0
36.45,8.1,9923,20.28,RPG,57.81,7.98,35680.0
98.93,5.77,29575,44.68,Ação,81.11,5.52,98516.0
68.73,1.26,38878,12.66,Estratégia,30.14,4.87,64556.0
94.92,1.36,5268,66.4,Aventura,37.16,8.27,7365.0
15.11,6.51,38715,56.86,RPG,86.39,7.32,46672.0
38.82,8.26,9987,64.21,Aventura,92.43,5.62,43652.0
55.9,4.94,23070,34.03,Simulação,21.08,7.87,62101.0
8.6,5.99,25702,69.44,Ação,73.44,9.69,171371.0
1.41,8.2,9368,41.72,Ação,10.88,6.45,46077.0
67.35,6.49,36321,9.33,Aventura,32.16,6.84,105860.0
64.52,3.02,4850,19.83,Simulação,16.19,8.34,27377.0
41.66,6.52,31474,59.38,Ação,56.38,8.77,34941.0
49.46,6.65,4458,74.43,Estratégia,40.91,7.04,172413.0
42.12,7.61,20144,9.37,Simulação,22.39,4.39,160417.0
3.38,6.59,13033,71.81,RPG,10.04,8.51,59663.0
34.19,9.72,21141,66.52,RPG,44.96,6.01,49212.0
18.53,2.78,21028,30.59,RPG,36.51,7.57,120014.0
10.74,9.56,41889,57.61,Estratégia,14.21,8.62,38579.0
95.69,5.85,29779,16.82,Simulação,86.65,7.97,199173.0
60.32,7.05,43932,67.69,Aventura,46.97,7.12,134844.0
73.12,1.9,2662,55.02,Aventura,79.73,6.91,114568.0
32.21,4.43,28153,37.27,Simulação,47.99,5.87,32090.0
39.91,7.92,25615,71.84,Estratégia,16.09,7.34,61696.0
24.45,7.36,30068,12.95,Simulação,45.49,5.4,69132.0
10.6,1.36,14210,70.32,Aventura,89.74,8.19,116720.0
18.72,5.92,44486,3.58,Simulação,10.71,8.32,42612.0
79.93,1.79,46779,62.8,RPG,,6.87,193790.0
68.06,9.96,20962,48.2,Simulação,69.1,5.94,109834.0
55.13,9.08,31704,58.21,Ação,99.6,4.41,187058.0
48.02,1.19,23844,35.12,Simulação,92.44,5.76,99620.0
92.29,8.73,12729,71.83,Aventura,88.2,5.94,154614.0
8.2,9.27,47691,27.07,Aventura,13.39,7.06,25536.0
28.77,4.18,33391,23.97,Aventura,35.23,5.67,160107.0
35.63,7.48,27806,26.14,RPG,43.73,8.26,122329.0
78.44,4.98,14023,64.52,Aventura,72.98,9.04,177377.0
99.23,6.9,45003,41.86,Ação,68.37,7.14,40853.0
24.82,4.06,20094,45.25,Simulação,,4.98,101730.0
87.53,3.9,29917,69.17,Estratégia,76.31,3.68,17507.0
83.21,4.82,46370,69.31,Aventura,24.01,7.04,101053.0
23.23,2.31,11503,14.77,Simulação,51.08,6.38,188696.0
40.52,8.48,42192,46.28,RPG,62.08,5.46,62635.0
41.55,4.14,16741,11.87,Simulação,88.35,6.55,37878.0
97.81,4.6,44655,72.16,Aventura,66.82,10.0,46973.0
18.9,9.05,8478,69.6,Aventura,95.93,9.61,80073.0
80.09,5.47,8933,70.61,Aventura,99.49,9.54,6341.0
34.08,5.9,14701,58.87,Ação,55.79,6.31,148163.0
73.33,9.61,3806,39.55,Simulação,14.64,6.53,5551.0
42.57,8.98,49906,34.5,Estratégia,12.56,8.39,134000.0
58.24,2.53,39345,33.73,Ação,87.0,7.04,87511.0
83.4,5.26,12777,7.02,Estratégia,54.99,7.82,76835.0
80.59,9.74,44451,78.69,Aventura,43.01,5.12,141161.0
86.75,4.35,48688,38.2,Estratégia,35.61,7.6,96209.0
6.9,4.34,46876,77.17,Estratégia,35.37,4.77,103939.0
69.49,2.76,32588,73.04,Ação,16.56,3.52,62488.0
14.85,2.03,1609,68.92,Ação,37.27,6.4,76681.0
42.15,7.66,32631,49.41,Simulação,68.03,8.35,28950.0
55.29,7.93,38388,9.89,Estratégia,44.67,7.51,125654.0
40.86,9.72,15091,27.94,Ação,95.29,6.7,115984.0
52.43,7.96,49338,50.65,Simulação,70.13,3.88,173207.0
99.63,3.19,30710,2.73,Estratégia,87.75,4.6,134526.0
14.38,1.36,38027,5.1,Estratégia,,6.54,112681.0
67.85,9.87,49701,56.67,Aventura,50.55,6.46,179408.0
40.19,4.06,49564,73.76,Ação,13.74,6.88,35990.0
14.16,3.81,11225,71.08,RPG,90.54,9.59,180513.0
16.71,9.15,23945,15.29,Ação,23.23,7.17,31226.0
94.95,6.27,22517,75.63,Aventura,,8.92,11889.0
88.05,2.93,30621,58.18,Simulação,93.13,5.91,121402.0
90.77,9.0,35134,59.81,Ação,49.77,3.68,70269.0
99.13,9.94,1753,26.33,Estratégia,45.04,8.53,107081.0
21.62,1.78,47007,59.78,RPG,64.01,8.9,119013.0
36.18,8.76,48478,59.27,Simulação,76.62,9.1,129262.0
67.23,4.51,41315,49.93,Ação,68.1,5.58,-821.0
48.88,5.72,6346,30.65,Simulação,10.11,6.11,24767.0
42.41,9.23,34975,67.49,Estratégia,80.73,6.15,7914.0
36.41,9.76,10514,77.77,RPG,23.27,7.7,95212.0
59.77,3.36,37657,72.27,Estratégia,50.47,5.58,185139.0
57.97,2.92,35100,21.37,RPG,35.42,7.44,60331.0
16.98,1.72,9624,37.83,Simulação,93.5,8.3,76300.0
47.69,6.06,38453,29.44,Ação,55.19,7.99,86556.0
55.78,1.12,19660,59.09,RPG,56.99,5.5,-2255.0
57.44,4.71,37135,69.16,Estratégia,16.86,8.37,129062.0
21.79,1.66,18649,19.16,RPG,90.75,7.06,74423.0
74.46,4.65,21622,78.56,Simulação,31.52,6.12,26578.0
3.49,1.36,38069,56.64,Simulação,47.26,8.46,125866.0
36.12,8.52,4735,19.38,Simulação,98.67,7.06,171689.0
78.22,2.89,30677,31.77,Ação,20.26,9.03,72848.0
56.81,3.95,2667,10.13,Simulação,74.66,8.5,163048.0
26.85,8.83,1862,50.12,Ação,33.42,7.97,37872.0
69.78,7.72,28620,15.38,Aventura,47.78,6.9,156114.0
57.15,2.97,28918,57.92,RPG,47.64,4.88,176262.0
79.8,1.65,12683,61.5,Estratégia,93.89,4.8,61526.0
73.75,7.44,17522,40.56,Ação,10.94,10.0,97727.0
61.38,4.52,23133,9.26,Ação,43.05,7.74,175141.0
49.31,7.89,23880,51.24,Estratégia,86.71,8.89,184975.0
14.18,5.01,12426,31.86,RPG,91.94,7.19,91329.0
26.86,4.11,39556,78.75,Simulação,38.02,6.81,103802.0
42.48,5.06,27798,43.31,RPG,31.78,7.1,-2975.0
60.31,7.74,10347,7.51,Ação,51.52,7.29,13498.0
51.84,9.12,28488,53.29,Simulação,77.12,7.03,72914.0
29.52,1.45,23586,64.92,Aventura,23.87,9.34,186502.0
1.64,5.72,27988,14.67,Estratégia,80.6,8.22,38725.0
50.11,1.3,12600,38.1,RPG,56.14,7.54,106392.0
29.27,5.22,9327,61.99,Simulação,22.68,8.22,159291.0
73.7,8.97,19447,3.3,Estratégia,70.45,8.37,104666.0
3.37,4.25,38148,3.99,RPG,66.54,7.48,86409.0
58.88,9.39,44815,56.61,Ação,66.01,7.85,173337.0
94.18,6.68,4732,60.52,Ação,77.93,8.05,182020.0
18.26,9.41,12686,70.32,Ação,26.32,7.98,49131.0
47.68,7.81,39892,34.09,Aventura,72.77,6.94,162981.0
10.05,1.93,35565,33.29,Ação,89.85,8.15,122779.0
62.92,3.08,11043,46.49,Ação,57.73,5.42,-5076.0
55.49,4.55,9189,63.13,Ação,53.74,7.19,102612.0
41.32,2.53,38610,53.69,Simulação,81.79,6.97,191217.0
52.6,5.45,33626,28.22,Estratégia,23.17,8.06,111135.0
89.73,5.24,11921,29.78,Aventura,40.68,5.96,119968.0
20.43,9.61,4728,63.6,RPG,86.83,6.18,81778.0
3.23,4.9,32718,45.05,Aventura,54.98,5.75,175182.0
86.28,8.07,34029,9.6,Estratégia,85.63,7.9,194318.0
58.12,9.48,2845,14.06,Ação,,4.48,-303.0
89.15,8.89,14756,70.76,Ação,,5.63,107804.0
60.08,2.88,29855,82.74,RPG,84.12,4.03,74841.0
81.18,5.46,3282,28.9,Aventura,24.72,5.96,125930.0
43.52,4.13,26533,33.04,Aventura,90.52,7.01,164434.0
75.21,4.6,30790,14.18,RPG,37.89,8.72,119893.0
91.36,4.25,8798,20.78,Aventura,97.53,8.91,167902.0
57.62,8.44,5569,36.12,Aventura,84.49,4.92,37744.0
18.89,5.07,31213,24.73,Aventura,51.0,6.41,198283.0
27.6,5.71,10302,58.6,RPG,76.8,7.58,155005.0
20.66,9.84,33152,45.31,RPG,59.97,6.49,70610.0
25.43,1.54,2257,68.41,Estratégia,86.79,5.75,155043.0
31.33,5.39,32830,60.47,Aventura,56.63,4.4,51209.0
55.94,7.97,7464,12.04,Estratégia,98.91,5.34,192397.0
59.19,2.36,44202,11.66,Simulação,22.02,8.83,80256.0
43.21,6.5,19044,74.37,Simulação,70.88,8.62,184645.0
61.91,3.16,28562,68.18,Aventura,,10.0,14881.0
9.07,8.81,20034,39.63,Ação,,8.26,12673.0
9.69,3.94,48712,12.23,Simulação,46.74,5.53,11822.0
18.01,3.96,13152,74.6,Ação,43.07,7.65,120458.0
52.27,6.38,4373,20.37,Estratégia,14.18,7.77,101065.0
22.18,2.65,20815,4.53,Aventura,48.5,7.92,161154.0
29.04,3.56,8622,76.69,Estratégia,95.66,6.73,78574.0
40.62,4.75,3934,67.33,Estratégia,52.02,6.55,78287.0
81.35,4.18,22472,57.95,RPG,37.17,7.67,183102.0
2.37,5.72,10780,4.4,Aventura,95.41,5.72,174837.0
65.27,6.4,24035,44.55,RPG,55.51,8.56,90042.0
67.2,6.1,11306,54.72,Estratégia,35.84,5.39,41910.0
80.04,6.89,9121,63.3,Ação,80.46,5.24,199160.0
93.31,3.77,48327,39.89,Aventura,30.13,6.38,141869.0
2.99,2.14,15409,79.05,Aventura,32.3,7.77,161086.0
16.22,7.85,5985,21.52,Simulação,39.19,8.44,125706.0
88.7,8.66,3523,7.3,Ação,,7.63,157750.0
46.38,3.31,20088,28.66,Ação,62.46,6.07,2023.0
56.88,4.66,1785,55.38,Estratégia,56.38,6.73,67553.0
66.62,5.49,43668,61.5,Estratégia,76.93,6.31,9622.0
68.21,5.8,17800,61.61,Estratégia,74.54,8.51,132444.0
93.21,6.94,9557,10.63,Simulação,14.11,7.27,39754.0
99.67,1.37,11769,73.51,Ação,22.06,8.99,57129.0
72.27,7.49,2105,24.44,RPG,29.37,8.08,140152.0
29.43,1.56,6311,18.68,Ação,63.79,6.56,97735.0
88.07,5.21,34941,51.53,RPG,90.57,6.77,171810.0
5.87,8.45,9636,18.84,Aventura,39.25,7.08,5131.0
23.87,5.06,40178,42.89,RPG,96.73,6.87,106943.0
89.81,2.34,13137,34.69,Aventura,25.56,8.07,4206.0
26.36,9.87,33046,20.48,Estratégia,93.22,7.58,146815.0
22.84,9.0,21947,25.36,Ação,82.08,6.16,115142.0
14.67,7.94,47480,36.35,Estratégia,45.02,9.95,143032.0
86.03,4.7,40406,29.75,Ação,28.57,7.26,177460.0
50.49,2.65,3591,32.62,RPG,45.22,5.55,130523.0
67.79,9.47,11033,61.36,Ação,29.24,7.86,64632.0
24.66,5.79,10697,15.31,RPG,60.5,5.42,49732.0
76.02,8.67,16529,52.6,Ação,,7.42,60907.0
76.22,4.08,6724,56.71,Aventura,79.13,6.88,34440.0
31.94,4.02,47172,66.77,RPG,57.51,7.05,24107.0
41.65,9.87,1843,70.44,Estratégia,41.07,5.73,107349.0
21.75,5.7,19733,14.52,Estratégia,92.04,6.78,101950.0
97.65,2.27,1647,12.87,Estratégia,17.03,6.81,35072.0
64.9,2.98,33118,51.56,Estratégia,82.78,6.94,116539.0
93.49,5.34,41985,63.1,Aventura,46.86,9.66,74996.0
31.03,1.38,30404,23.75,Aventura,26.31,6.15,52694.0
78.38,5.16,32751,44.34,Simulação,20.84,7.28,183330.0
76.8,4.77,37471,64.35,Simulação,29.87,5.05,96134.0
69.45,8.01,14910,63.96,Simulação,20.98,3.94,-1946.0
96.57,4.19,43233,54.73,Simulação,51.3,6.49,94547.0
39.95,9.84,46223,8.04,Ação,41.48,9.03,14396.0
13.94,2.63,13717,5.75,RPG,42.1,5.12,94031.0
67.48,6.32,39400,33.18,Estratégia,24.13,8.01,174437.0
73.18,1.81,49672,3.81,Ação,,8.69,182295.0
57.91,7.6,36326,75.06,Aventura,64.7,9.05,91270.0
21.47,9.95,20340,3.28,Estratégia,98.4,7.94,108201.0
50.93,8.37,8389,4.04,RPG,25.09,5.79,195087.0
31.9,6.0,24174,15.06,RPG,85.05,5.18,178204.0
43.31,5.36,27177,52.55,Aventura,13.06,4.21,30438.0
64.86,8.52,31797,45.61,Estratégia,16.61,9.69,116649.0
74.75,9.42,43628,55.19,Simulação,68.32,8.23,148152.0
23.98,9.9,47400,74.2,Estratégia,46.58,7.9,168960.0
41.12,4.57,38431,38.58,Estratégia,30.75,3.48,83448.0
27.64,9.92,4803,5.2,RPG,10.26,7.88,4159.0
20.66,2.4,8415,63.64,Aventura,69.68,7.25,158881.0
78.53,3.28,45841,67.57,Estratégia,49.68,7.44,39922.0
90.99,1.8,18667,5.69,Ação,25.38,6.35,75487.0
37.64,3.45,11858,21.36,Ação,97.49,7.2,14170.0
75.35,7.91,32102,64.21,Aventura,41.58,5.43,-4850.0
89.78,8.68,44857,32.18,Simulação,37.28,7.07,151464.0
84.74,8.01,9189,40.02,Estratégia,55.93,5.1,156743.0
19.09,6.68,26786,68.48,Estratégia,34.95,8.45,29999.0
95.64,5.63,14807,9.32,RPG,34.55,8.2,150787.0
38.28,7.38,42717,56.64,Estratégia,96.96,8.02,118865.0
34.57,4.52,43188,19.1,Simulação,33.51,4.76,40469.0
7.18,8.57,8577,6.73,Estratégia,64.49,7.09,-4630.0
49.12,7.09,43195,55.43,Estratégia,13.38,8.02,57859.0
11.79,7.28,39748,11.5,RPG,23.9,8.08,8930.0
25.6,5.82,48206,62.3,Ação,12.0,9.55,112003.0
32.37,8.97,29095,18.1,Ação,58.1,5.55,114130.0
81.05,3.27,10091,5.58,Simulação,54.24,6.52,30218.0
87.65,4.43,30456,9.7,Aventura,39.79,7.59,23056.0
30.94,8.0,23476,69.95,Aventura,73.02,7.21,169865.0
85.99,5.43,9156,31.76,RPG,66.32,8.21,128692.0
85.84,9.0,41953,26.18,Estratégia,64.03,4.26,142488.0
76.68,4.12,23066,41.53,RPG,40.27,6.48,118991.0
15.52,4.32,28888,53.03,Ação,39.45,6.49,18370.0
69.32,9.0,30400,4.65,Simulação,88.6,8.1,177423.0
94.53,5.18,37132,74.57,Aventura,,8.71,110650.0
68.55,5.65,44871,79.47,Estratégia,34.51,7.43,183416.0
33.82,3.99,10648,35.53,Aventura,58.89,9.88,139220.0
50.54,3.49,26393,35.15,Ação,34.01,6.87,158301.0
64.91,6.9,29824,72.98,Estratégia,26.68,6.06,180001.0
51.53,2.08,49525,36.5,Ação,35.4,9.34,41253.0
12.87,8.91,38874,71.16,Aventura,,6.71,111717.0
31.88,8.01,23001,3.94,Aventura,56.43,5.88,40066.0
80.41,2.72,10514,41.4,Ação,24.81,8.44,92651.0
86.25,7.25,30342,78.98,Estratégia,91.7,5.91,120626.0
14.59,6.42,17071,22.17,Ação,54.85,7.77,58619.0
95.26,2.66,5504,23.25,Estratégia,81.43,8.96,71399.0
33.54,3.46,33238,52.81,RPG,39.77,6.96,90336.0
66.55,4.68,49022,76.85,RPG,96.17,8.87,169693.0
75.41,7.29,25009,17.78,Estratégia,77.68,7.57,160951.0
81.36,6.75,21973,76.48,Ação,,4.72,154058.0
94.6,5.79,7039,55.48,Estratégia,91.2,8.35,147541.0
31.97,7.92,43062,82.28,Aventura,74.57,9.23,99051.0
85.97,7.82,28363,61.44,Ação,48.75,7.71,40171.0
14.03,6.56,15468,55.87,Estratégia,97.66,6.49,117804.0
70.78,8.08,34766,67.81,Aventura,36.87,7.41,80843.0
74.43,4.01,31585,15.86,Simulação,33.1,6.21,39438.0
68.07,8.93,10629,78.45,Aventura,90.51,9.05,163821.0
25.97,6.53,22595,15.09,Estratégia,,7.37,198902.0
87.41,8.4,21086,3.72,Ação,41.1,7.52,196116.0
17.71,5.92,24151,58.31,Ação,30.87,6.78,133538.0
6.31,2.97,38754,16.63,RPG,,8.58,104737.0
72.01,5.88,17739,63.25,Estratégia,38.22,5.68,79305.0
48.06,4.34,3320,66.2,Aventura,21.31,10.0,178563.0
85.04,7.28,47473,20.86,Aventura,23.09,7.07,90338.0
38.94,5.28,46489,8.68,Estratégia,79.89,7.34,84016.0
17.65,8.53,26316,42.31,Aventura,15.75,5.63,31695.0
83.78,7.1,36289,73.93,Simulação,,9.45,140727.0
55.33,7.16,31453,70.44,RPG,46.45,7.68,93075.0
19.72,2.95,6429,11.15,Ação,96.41,8.16,168819.0
72.3,9.86,38373,79.98,Aventura,51.9,6.19,147023.0
51.58,8.58,25632,23.07,Simulação,24.48,8.99,-607.0
60.81,8.1,34669,30.01,Estratégia,17.96,6.12,79251.0
46.62,3.97,27680,13.74,Aventura,75.91,8.34,64369.0
83.02,5.82,26101,32.32,Estratégia,23.3,6.45,33700.0
83.1,2.23,32636,53.25,Simulação,94.41,5.26,72982.0
71.21,5.85,17848,42.73,Simulação,60.33,6.29,8127.0
11.43,2.31,18887,68.84,Ação,46.15,5.32,89278.0
84.02,5.98,13070,53.71,Estratégia,71.59,6.91,184773.0
67.41,6.84,18101,23.04,RPG,27.91,9.29,104481.0
69.98,4.51,39100,46.9,Ação,44.41,9.61,186170.0
36.92,5.49,28875,6.85,Estratégia,13.02,10.0,91177.0
88.02,8.88,24560,48.8,Estratégia,88.98,6.64,73278.0
72.79,1.98,31520,33.28,Simulação,48.27,6.86,35832.0
12.14,8.13,10182,9.63,Simulação,78.29,7.37,175859.0
41.36,2.54,17597,26.61,Estratégia,92.51,4.58,16136.0
88.73,1.33,24742,74.56,Simulação,68.75,6.15,49704.0
5.67,2.67,28724,49.23,Estratégia,43.82,6.11,14236.0
96.15,7.89,49243,74.99,Estratégia,65.76,5.68,8602.0
68.22,4.65,4752,35.0,Ação,42.43,6.48,15661.0
63.49,8.85,12883,81.13,Ação,61.06,4.9,146504.0
27.78,5.72,20608,30.87,RPG,48.9,7.11,14820.0
25.62,1.2,17821,63.09,Ação,23.5,4.65,1090.0
94.24,7.45,27479,26.44,Aventura,80.2,6.1,136449.0
30.52,1.99,29757,10.25,Aventura,54.68,4.51,74949.0
77.75,8.1,26813,69.28,Simulação,27.12,8.64,113573.0
39.91,2.51,38699,63.56,Aventura,90.26,9.89,129065.0
14.78,4.11,48566,68.28,Ação,86.78,6.18,1271.0
2.06,7.85,19346,25.98,RPG,,5.71,-1070.0
54.87,9.59,21658,58.78,Estratégia,97.32,7.92,114.0
97.57,4.34,27384,19.5,RPG,93.44,6.06,107449.0
37.53,8.46,32033,2.56,Ação,90.72,5.2,141683.0
36.35,2.72,6815,72.0,Ação,22.0,4.43,84355.0
35.05,8.26,2726,44.15,Ação,36.52,5.14,180212.0
52.52,6.92,2496,81.51,Simulação,46.92,8.68,35209.0
44.61,2.73,19365,32.9,Aventura,84.87,8.75,56825.0
88.09,3.72,22814,79.34,Ação,88.4,6.22,113451.0
51.03,2.19,21439,51.58,Estratégia,77.63,7.63,9573.0
51.25,4.45,42207,43.23,Aventura,52.52,8.85,116946.0
14.69,2.83,31526,26.23,Aventura,24.58,5.07,142533.0
98.26,6.8,8162,68.65,Simulação,13.18,7.31,96096.0
25.74,9.95,42345,68.94,RPG,72.93,4.38,120680.0
8.26,1.11,24595,35.49,Aventura,99.46,6.65,164634.0
66.63,5.87,1286,60.7,Aventura,41.1,8.1,72304.0
59.92,6.16,49085,37.96,Ação,61.18,9.0,77093.0
42.09,9.23,38853,61.7,Estratégia,82.95,7.9,87592.0
42.78,5.55,21380,82.37,Ação,26.79,3.68,122867.0
78.7,5.89,9493,22.95,Estratégia,84.65,5.34,41414.0
20.37,5.24,1902,53.13,Aventura,66.28,6.6,106616.0
82.18,3.42,2461,32.49,Estratégia,61.28,7.34,22694.0
65.21,1.5,14682,46.17,Ação,78.6,7.23,192044.0
42.47,4.68,20307,72.62,Ação,31.69,5.94,23298.0
46.33,1.47,36303,29.86,RPG,65.33,8.43,188449.0
26.4,5.95,33694,7.52,Simulação,31.64,7.06,198161.0
75.44,3.77,40349,66.51,RPG,26.16,5.31,59283.0
51.76,5.8,18191,46.71,Aventura,66.1,6.1,139286.0
32.75,2.21,8597,38.13,Estratégia,34.24,10.0,176211.0
59.99,9.39,19614,16.53,Ação,74.29,8.86,61468.0
99.55,9.05,2923,9.18,Ação,56.3,8.32,56720.0
44.08,2.71,38742,24.27,Ação,,7.43,15769.0
92.12,4.09,3389,60.02,Ação,90.24,5.51,186061.0
35.15,6.52,11732,35.08,Aventura,22.45,6.85,54040.0
6.42,1.86,15832,47.94,Simulação,16.02,6.0,194952.0
21.21,4.19,35766,8.3,RPG,45.99,6.79,75004.0
42.44,3.26,5827,11.65,RPG,74.5,5.62,58048.0
22.74,9.24,6284,2.56,Ação,89.75,7.77,-5299.0
1.02,8.67,14871,56.31,Ação,13.14,5.84,33473.0
91.56,6.22,16453,23.11,Estratégia,,5.99,113493.0
84.52,5.68,33874,80.15,Ação,16.8,7.61,5448.0
74.46,9.38,42400,26.69,RPG,62.25,9.86,92142.0
17.61,9.39,18907,31.17,Estratégia,40.97,5.43,82613.0
12.91,9.72,35121,39.76,Estratégia,11.6,5.96,45753.0
7.69,2.13,3700,27.55,Ação,18.75,7.05,110036.0
72.66,2.45,20998,68.02,Estratégia,41.84,6.26,46288.0
92.92,7.09,17894,72.79,Simulação,95.83,3.75,53067.0
43.61,5.87,49070,2.54,Ação,23.94,9.31,136428.0
12.79,1.17,39080,54.8,Simulação,34.48,5.42,120433.0
51.71,1.56,7192,57.35,Ação,99.46,7.43,181683.0
35.52,8.99,14168,79.71,Simulação,53.26,8.06,167382.0
38.1,8.82,30691,31.72,Ação,33.61,5.35,99631.0
62.49,4.22,36592,17.5,RPG,65.43,7.37,59322.0
72.13,9.02,32606,43.91,Ação,49.24,7.91,79369.0
11.95,6.34,4923,37.98,RPG,87.24,3.98,98952.0
4.52,8.25,29993,65.93,Aventura,10.73,6.69,12224.0
99.41,4.85,18245,75.04,Aventura,99.7,7.55,153500.0
24.03,2.02,44789,8.68,Ação,15.98,8.37,94798.0
6.33,4.9,35317,70.38,RPG,58.34,4.41,41521.0
19.79,5.12,33037,75.45,RPG,72.76,7.11,40486.0
4.86,5.96,35846,76.68,Estratégia,59.48,8.32,-2278.0
39.78,1.95,47732,63.7,Estratégia,37.07,7.43,9814.0
80.41,9.92,17822,61.9,Simulação,86.98,8.04,134380.0
34.77,3.2,23471,2.85,Estratégia,48.74,8.01,456709.0
44.96,2.79,47678,76.36,Ação,37.07,5.65,136784.0
67.86,5.74,37427,30.18,Estratégia,79.14,8.32,20061.0
51.37,5.83,1737,4.98,Estratégia,23.13,8.06,158928.0
86.26,4.96,8216,35.17,Ação,28.46,6.24,145986.0
86.71,7.95,24970,61.15,Ação,32.75,6.86,25783.0
1.98,5.65,45626,37.53,Simulação,49.14,8.16,19775.0
78.0,6.49,37864,63.19,RPG,11.84,8.84,107456.0
46.6,7.51,5730,43.0,Estratégia,99.25,6.7,54939.0
98.87,1.23,37499,25.95,Aventura,64.01,7.53,94796.0
48.83,6.14,8243,18.12,RPG,97.36,8.95,6143.0
98.67,8.96,18462,35.83,Ação,82.66,6.21,150305.0
75.68,1.16,11474,4.55,Estratégia,22.1,9.21,114540.0
25.6,4.65,35600,35.95,Simulação,28.82,5.69,192024.0
54.28,9.34,43860,7.21,Aventura,13.11,6.71,47828.0
99.19,4.18,18059,72.85,RPG,85.03,8.07,96888.0
85.87,5.13,15434,48.37,Estratégia,63.41,8.7,121104.0
10.64,9.83,34665,54.1,Ação,29.36,7.27,123359.0
70.91,2.79,19955,25.1,RPG,97.3,4.27,191433.0
35.2,1.59,18299,19.98,Aventura,76.3,6.68,158451.0
1.69,8.73,41043,59.12,Ação,73.49,6.63,180966.0
40.93,8.82,7698,56.17,Aventura,34.03,6.77,131019.0
24.23,5.25,30349,11.6,Estratégia,,8.75,189546.0
82.04,5.63,22251,21.02,RPG,70.11,5.33,90172.0
34.39,8.52,20659,78.5,Simulação,63.42,6.83,168059.0
82.9,7.65,23962,26.34,Estratégia,68.25,6.71,196102.0
1.06,3.39,48812,3.74,Estratégia,89.09,6.63,104717.0
31.46,1.15,48670,6.82,Simulação,24.44,5.62,116809.0
24.87,5.32,46204,64.61,Simulação,20.48,7.3,172013.0
24.12,8.73,18908,63.12,Ação,60.82,6.4,92005.0
7.75,9.06,41247,32.64,Aventura,55.01,5.99,77902.0
19.52,9.61,3804,14.08,Estratégia,46.26,6.25,47498.0
55.98,8.92,36892,42.09,Ação,91.42,6.11,-5022.0
29.84,6.22,46552,28.59,Ação,60.25,5.56,186366.0
42.31,5.0,36226,32.01,Estratégia,61.05,5.82,41929.0
38.3,7.97,19035,22.83,Aventura,42.98,4.79,147162.0
87.69,7.66,36090,6.74,Simulação,40.97,9.53,151160.0
90.6,5.84,44467,65.88,Estratégia,98.87,7.24,43951.0
49.79,1.79,18529,51.84,Aventura,66.07,6.8,137126.0
33.68,9.33,12966,69.41,Simulação,84.25,8.43,12606.0
11.57,5.1,42007,42.5,RPG,50.27,7.35,189221.0
95.36,4.27,20700,81.62,Estratégia,27.27,7.86,117565.0
6.96,6.67,5408,79.8,Estratégia,39.24,7.21,34527.0
30.46,7.06,30004,23.71,Aventura,41.15,9.52,91677.0
30.5,2.9,29684,33.06,Ação,60.84,10.0,106861.0
32.71,8.53,8593,62.76,Ação,23.92,9.69,50856.0
17.26,3.61,4121,64.7,Aventura,44.83,2.45,179538.0
78.51,2.68,22875,75.59,Estratégia,19.06,6.08,79450.0
13.12,4.66,37281,54.63,Estratégia,54.69,6.16,7743.0
63.84,7.58,37598,40.22,Estratégia,95.26,8.91,65258.0
13.26,9.69,17951,32.31,RPG,40.51,6.37,11117.0
7.98,8.28,8653,35.68,Ação,14.48,6.49,79339.0
91.01,9.46,27898,70.69,RPG,64.79,6.26,161089.0
19.82,2.27,32662,81.22,Estratégia,67.12,6.49,76643.0
82.28,1.64,42862,5.86,Ação,53.16,6.93,149609.0
54.9,6.02,11372,48.76,Estratégia,45.72,7.79,8044.0
8.71,3.61,45554,43.87,Estratégia,90.33,6.82,196779.0
